No,time,src_ip,dst_ip,src_mac,dst_mac,protocol,src_port,dst_port,eth_type,flag,frame_len,Src_host_count,Src_ARP_count,Src_ICMP_count,Src_IGMP_count,Src_TCP_count,Src_UDP_count,diff_proto_rate,Diff_dest_port,TCP,UDP,ICMP,IGMP,ARP,label
1,"Jun 14, 2022 17:58:44.382751000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,1,0,0,0,1,0,1,1,1,0,0,0,0,0
2,"Jun 14, 2022 17:58:44.382766000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,1,0,0,0,1,0,1,1,1,0,0,0,0,0
3,"Jun 14, 2022 17:58:44.626252000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,2,0,0,0,2,0,1,1,1,0,0,0,0,0
4,"Jun 14, 2022 17:58:44.626264000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,2,0,0,0,2,0,1,1,1,0,0,0,0,0
5,"Jun 14, 2022 17:58:44.876066000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,3,0,0,0,3,0,1,1,1,0,0,0,0,0
6,"Jun 14, 2022 17:58:44.876082000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,3,0,0,0,3,0,1,1,1,0,0,0,0,0
7,"Jun 14, 2022 17:58:45.125912000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,4,0,0,0,4,0,1,1,1,0,0,0,0,0
8,"Jun 14, 2022 17:58:45.125926000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,4,0,0,0,4,0,1,1,1,0,0,0,0,0
9,"Jun 14, 2022 17:58:45.375912000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,5,0,0,0,5,0,1,1,1,0,0,0,0,0
10,"Jun 14, 2022 17:58:45.375927000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,5,0,0,0,5,0,1,1,1,0,0,0,0,0
11,"Jun 14, 2022 17:58:45.625918000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,6,0,0,0,6,0,1,1,1,0,0,0,0,0
12,"Jun 14, 2022 17:58:45.625936000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,6,0,0,0,6,0,1,1,1,0,0,0,0,0
13,"Jun 14, 2022 17:58:45.875912000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,7,0,0,0,7,0,1,1,1,0,0,0,0,0
14,"Jun 14, 2022 17:58:45.875973000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,7,0,0,0,7,0,1,1,1,0,0,0,0,0
15,"Jun 14, 2022 17:58:46.125919000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,8,0,0,0,8,0,1,1,1,0,0,0,0,0
16,"Jun 14, 2022 17:58:46.125937000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,8,0,0,0,8,0,1,1,1,0,0,0,0,0
17,"Jun 14, 2022 17:58:46.375912000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,9,0,0,0,9,0,1,1,1,0,0,0,0,0
18,"Jun 14, 2022 17:58:46.375926000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,9,0,0,0,9,0,1,1,1,0,0,0,0,0
19,"Jun 14, 2022 17:58:46.625913000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,10,0,0,0,10,0,1,1,1,0,0,0,0,0
20,"Jun 14, 2022 17:58:46.625927000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,10,0,0,0,10,0,1,1,1,0,0,0,0,0
21,"Jun 14, 2022 17:58:46.875912000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,11,0,0,0,11,0,1,1,1,0,0,0,0,0
22,"Jun 14, 2022 17:58:46.875927000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,11,0,0,0,11,0,1,1,1,0,0,0,0,0
23,"Jun 14, 2022 17:58:47.125939000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,12,0,0,0,12,0,1,1,1,0,0,0,0,0
24,"Jun 14, 2022 17:58:47.125975000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,12,0,0,0,12,0,1,1,1,0,0,0,0,0
25,"Jun 14, 2022 17:58:47.375954000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,13,0,0,0,13,0,1,1,1,0,0,0,0,0
26,"Jun 14, 2022 17:58:47.375969000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,13,0,0,0,13,0,1,1,1,0,0,0,0,0
27,"Jun 14, 2022 17:58:47.625935000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,14,0,0,0,14,0,1,1,1,0,0,0,0,0
28,"Jun 14, 2022 17:58:47.625951000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,14,0,0,0,14,0,1,1,1,0,0,0,0,0
29,"Jun 14, 2022 17:58:47.875934000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,15,0,0,0,15,0,1,1,1,0,0,0,0,0
30,"Jun 14, 2022 17:58:47.875949000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,15,0,0,0,15,0,1,1,1,0,0,0,0,0
31,"Jun 14, 2022 17:58:48.125935000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,16,0,0,0,16,0,1,1,1,0,0,0,0,0
32,"Jun 14, 2022 17:58:48.125948000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,16,0,0,0,16,0,1,1,1,0,0,0,0,0
33,"Jun 14, 2022 17:58:48.375973000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,17,0,0,0,17,0,1,1,1,0,0,0,0,0
34,"Jun 14, 2022 17:58:48.375987000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,17,0,0,0,17,0,1,1,1,0,0,0,0,0
35,"Jun 14, 2022 17:58:48.626005000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,18,0,0,0,18,0,1,1,1,0,0,0,0,0
36,"Jun 14, 2022 17:58:48.626059000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,18,0,0,0,18,0,1,1,1,0,0,0,0,0
37,"Jun 14, 2022 17:58:48.875973000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,19,0,0,0,19,0,1,1,1,0,0,0,0,0
38,"Jun 14, 2022 17:58:48.875988000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,19,0,0,0,19,0,1,1,1,0,0,0,0,0
39,"Jun 14, 2022 17:58:49.125990000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,20,0,0,0,20,0,1,1,1,0,0,0,0,0
40,"Jun 14, 2022 17:58:49.126022000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,20,0,0,0,20,0,1,1,1,0,0,0,0,0
41,"Jun 14, 2022 17:58:49.375973000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,21,0,0,0,21,0,1,1,1,0,0,0,0,0
42,"Jun 14, 2022 17:58:49.375987000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,21,0,0,0,21,0,1,1,1,0,0,0,0,0
43,"Jun 14, 2022 17:58:49.389921000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,ARP,0,0,0x0806,0,42,22,1,0,0,21,0,2,1,0,0,0,0,1,0
44,"Jun 14, 2022 17:58:49.390948000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,ARP,0,0,0x0806,0,42,22,1,0,0,21,0,2,1,0,0,0,0,1,0
45,"Jun 14, 2022 17:58:49.625976000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,23,1,0,0,22,0,2,1,1,0,0,0,0,0
46,"Jun 14, 2022 17:58:49.625993000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,23,1,0,0,22,0,2,1,1,0,0,0,0,0
47,"Jun 14, 2022 17:58:49.875975000 GMT Summer Time",10.0.0.3,10.0.0.2,06:a0:b1:a3:3c:2b,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,24,1,0,0,23,0,2,1,1,0,0,0,0,0
48,"Jun 14, 2022 17:58:49.875991000 GMT Summer Time",10.0.0.2,10.0.0.3,8e:81:b5:0d:68:3d,06:a0:b1:a3:3c:2b,TCP,0,0,0x0800,0x0014,54,24,1,0,0,23,0,2,1,1,0,0,0,0,0
49,"Jun 14, 2022 17:59:13.832405000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,1,0,0,0,0,1,1,1,0,1,0,0,0,0
50,"Jun 14, 2022 17:59:13.832422000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,25,1,1,1,23,0,3,1,0,0,1,0,0,0
51,"Jun 14, 2022 17:59:14.028466000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,2,0,0,0,0,2,1,1,0,1,0,0,0,0
52,"Jun 14, 2022 17:59:14.028484000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,26,1,2,2,23,0,3,1,0,0,1,0,0,0
53,"Jun 14, 2022 17:59:14.228610000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,3,0,0,0,0,3,1,1,0,1,0,0,0,0
54,"Jun 14, 2022 17:59:14.228664000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,27,1,3,3,23,0,3,1,0,0,1,0,0,0
55,"Jun 14, 2022 17:59:14.428636000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,4,0,0,0,0,4,1,1,0,1,0,0,0,0
56,"Jun 14, 2022 17:59:14.428675000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,28,1,4,4,23,0,3,1,0,0,1,0,0,0
57,"Jun 14, 2022 17:59:14.628622000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,5,0,0,0,0,5,1,1,0,1,0,0,0,0
58,"Jun 14, 2022 17:59:14.628671000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,29,1,5,5,23,0,3,1,0,0,1,0,0,0
59,"Jun 14, 2022 17:59:14.828848000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,6,0,0,0,0,6,1,1,0,1,0,0,0,0
60,"Jun 14, 2022 17:59:14.828864000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,30,1,6,6,23,0,3,1,0,0,1,0,0,0
61,"Jun 14, 2022 17:59:15.028851000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,7,0,0,0,0,7,1,1,0,1,0,0,0,0
62,"Jun 14, 2022 17:59:15.028867000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,31,1,7,7,23,0,3,1,0,0,1,0,0,0
63,"Jun 14, 2022 17:59:15.228866000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,8,0,0,0,0,8,1,1,0,1,0,0,0,0
64,"Jun 14, 2022 17:59:15.428964000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,9,0,0,0,0,9,1,1,0,1,0,0,0,0
65,"Jun 14, 2022 17:59:15.629089000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,10,0,0,0,0,10,1,1,0,1,0,0,0,0
66,"Jun 14, 2022 17:59:15.828966000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,11,0,0,0,0,11,1,1,0,1,0,0,0,0
67,"Jun 14, 2022 17:59:16.028967000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,12,0,0,0,0,12,1,1,0,1,0,0,0,0
68,"Jun 14, 2022 17:59:16.028984000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,32,1,8,8,23,0,3,1,0,0,1,0,0,0
69,"Jun 14, 2022 17:59:16.228969000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,13,0,0,0,0,13,1,1,0,1,0,0,0,0
70,"Jun 14, 2022 17:59:16.429087000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,14,0,0,0,0,14,1,1,0,1,0,0,0,0
71,"Jun 14, 2022 17:59:16.629104000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,15,0,0,0,0,15,1,1,0,1,0,0,0,0
72,"Jun 14, 2022 17:59:16.829068000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,16,0,0,0,0,16,1,1,0,1,0,0,0,0
73,"Jun 14, 2022 17:59:17.029101000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,17,0,0,0,0,17,1,1,0,1,0,0,0,0
74,"Jun 14, 2022 17:59:17.029119000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ICMP,0,0,0x0800,0,88,33,1,9,9,23,0,3,1,0,0,1,0,0,0
75,"Jun 14, 2022 17:59:17.229117000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,18,0,0,0,0,18,1,1,0,1,0,0,0,0
76,"Jun 14, 2022 17:59:17.429152000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,19,0,0,0,0,19,1,1,0,1,0,0,0,0
77,"Jun 14, 2022 17:59:18.846197000 GMT Summer Time",10.0.0.2,10.0.0.7,8e:81:b5:0d:68:3d,0e:e8:90:30:8f:1c,ARP,0,0,0x0806,0,42,34,2,9,9,23,0,3,1,0,0,0,0,1,0
78,"Jun 14, 2022 17:59:18.848579000 GMT Summer Time",10.0.0.7,10.0.0.2,0e:e8:90:30:8f:1c,8e:81:b5:0d:68:3d,ARP,0,0,0x0806,0,42,20,1,0,0,0,19,2,1,0,0,0,0,1,0
79,"Jun 14, 2022 17:59:42.665982000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,1,0,0,0,1,0,1,1,1,0,0,0,0,0
80,"Jun 14, 2022 17:59:42.665995000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,35,2,9,9,24,0,3,1,1,0,0,0,0,0
81,"Jun 14, 2022 17:59:42.990841000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,2,0,0,0,2,0,1,1,1,0,0,0,0,0
82,"Jun 14, 2022 17:59:42.990871000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,36,2,9,9,25,0,3,1,1,0,0,0,0,0
83,"Jun 14, 2022 17:59:43.323981000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,3,0,0,0,3,0,1,1,1,0,0,0,0,0
84,"Jun 14, 2022 17:59:43.323995000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,37,2,9,9,26,0,3,1,1,0,0,0,0,0
85,"Jun 14, 2022 17:59:43.657423000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,4,0,0,0,4,0,1,1,1,0,0,0,0,0
86,"Jun 14, 2022 17:59:43.657462000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,38,2,9,9,27,0,3,1,1,0,0,0,0,0
87,"Jun 14, 2022 17:59:43.990656000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,5,0,0,0,5,0,1,1,1,0,0,0,0,0
88,"Jun 14, 2022 17:59:43.990669000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,39,2,9,9,28,0,3,1,1,0,0,0,0,0
89,"Jun 14, 2022 17:59:44.323990000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,6,0,0,0,6,0,1,1,1,0,0,0,0,0
90,"Jun 14, 2022 17:59:44.324056000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,40,2,9,9,29,0,3,1,1,0,0,0,0,0
91,"Jun 14, 2022 17:59:44.657331000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,7,0,0,0,7,0,1,1,1,0,0,0,0,0
92,"Jun 14, 2022 17:59:44.657385000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,41,2,9,9,30,0,3,1,1,0,0,0,0,0
93,"Jun 14, 2022 17:59:44.990698000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,8,0,0,0,8,0,1,1,1,0,0,0,0,0
94,"Jun 14, 2022 17:59:44.990712000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,42,2,9,9,31,0,3,1,1,0,0,0,0,0
95,"Jun 14, 2022 17:59:45.324066000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,9,0,0,0,9,0,1,1,1,0,0,0,0,0
96,"Jun 14, 2022 17:59:45.324080000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,43,2,9,9,32,0,3,1,1,0,0,0,0,0
97,"Jun 14, 2022 17:59:45.657366000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,10,0,0,0,10,0,1,1,1,0,0,0,0,0
98,"Jun 14, 2022 17:59:45.657380000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,44,2,9,9,33,0,3,1,1,0,0,0,0,0
99,"Jun 14, 2022 17:59:45.990707000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,11,0,0,0,11,0,1,1,1,0,0,0,0,0
100,"Jun 14, 2022 17:59:45.990730000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,45,2,9,9,34,0,3,1,1,0,0,0,0,0
101,"Jun 14, 2022 17:59:46.324078000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,12,0,0,0,12,0,1,1,1,0,0,0,0,0
102,"Jun 14, 2022 17:59:46.324098000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,46,2,9,9,35,0,3,1,1,0,0,0,0,0
103,"Jun 14, 2022 17:59:46.657364000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,13,0,0,0,13,0,1,1,1,0,0,0,0,0
104,"Jun 14, 2022 17:59:46.657379000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,47,2,9,9,36,0,3,1,1,0,0,0,0,0
105,"Jun 14, 2022 17:59:46.990697000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,14,0,0,0,14,0,1,1,1,0,0,0,0,0
106,"Jun 14, 2022 17:59:46.990711000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,48,2,9,9,37,0,3,1,1,0,0,0,0,0
107,"Jun 14, 2022 17:59:47.324069000 GMT Summer Time",10.0.0.1,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,15,0,0,0,15,0,1,1,1,0,0,0,0,0
108,"Jun 14, 2022 17:59:47.324085000 GMT Summer Time",10.0.0.2,10.0.0.1,8e:81:b5:0d:68:3d,e2:5b:0e:ae:7b:ab,TCP,0,0,0x0800,0x0014,54,49,2,9,9,38,0,3,1,1,0,0,0,0,0
