No,time,src_ip,dst_ip,src_mac,dst_mac,protocol,src_port,dst_port,eth_type,flag,frame_len,Src_host_count,Src_ARP_count,Src_ICMP_count,Src_IGMP_count,Src_TCP_count,Src_UDP_count,diff_proto_rate,Diff_dest_port,TCP,UDP,ICMP,IGMP,ARP,label
1849,"Jun 14, 2022 18:54:43.390159000 GMT Summer Time",10.0.0.2,10.0.0.91,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,882,193,95,95,594,0,3,15,0,0,0,0,1,0
1850,"Jun 14, 2022 18:54:43.891092000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,177,7,0,0,170,0,2,1,1,0,0,0,0,0
1851,"Jun 14, 2022 18:54:43.891109000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,883,193,95,95,595,0,3,15,1,0,0,0,0,0
1852,"Jun 14, 2022 18:54:44.891091000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,178,7,0,0,171,0,2,1,1,0,0,0,0,0
1853,"Jun 14, 2022 18:54:44.891107000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,884,193,95,95,596,0,3,15,1,0,0,0,0,0
1854,"Jun 14, 2022 18:54:45.891089000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,179,7,0,0,172,0,2,1,1,0,0,0,0,0
1855,"Jun 14, 2022 18:54:45.891103000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,885,193,95,95,597,0,3,15,1,0,0,0,0,0
1856,"Jun 14, 2022 18:54:46.891090000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,180,7,0,0,173,0,2,1,1,0,0,0,0,0
1857,"Jun 14, 2022 18:54:46.891105000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,886,193,95,95,598,0,3,15,1,0,0,0,0,0
1858,"Jun 14, 2022 18:54:47.891118000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,181,7,0,0,174,0,2,1,1,0,0,0,0,0
1859,"Jun 14, 2022 18:54:47.891147000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,887,193,95,95,599,0,3,15,1,0,0,0,0,0
1860,"Jun 14, 2022 18:54:48.891100000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,182,7,0,0,175,0,2,1,1,0,0,0,0,0
1861,"Jun 14, 2022 18:54:48.891116000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,888,193,95,95,600,0,3,15,1,0,0,0,0,0
1862,"Jun 14, 2022 18:54:49.891100000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,183,7,0,0,176,0,2,1,1,0,0,0,0,0
1863,"Jun 14, 2022 18:54:49.891115000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,889,193,95,95,601,0,3,15,1,0,0,0,0,0
1864,"Jun 14, 2022 18:54:50.891099000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,184,7,0,0,177,0,2,1,1,0,0,0,0,0
1865,"Jun 14, 2022 18:54:50.891114000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,890,193,95,95,602,0,3,15,1,0,0,0,0,0
1866,"Jun 14, 2022 18:54:51.891098000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,185,7,0,0,178,0,2,1,1,0,0,0,0,0
1867,"Jun 14, 2022 18:54:51.891113000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,891,193,95,95,603,0,3,15,1,0,0,0,0,0
1868,"Jun 14, 2022 18:54:52.891137000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,186,7,0,0,179,0,2,1,1,0,0,0,0,0
1869,"Jun 14, 2022 18:54:52.891152000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,892,193,95,95,604,0,3,15,1,0,0,0,0,0
1870,"Jun 14, 2022 18:54:53.891136000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,187,7,0,0,180,0,2,1,1,0,0,0,0,0
1871,"Jun 14, 2022 18:54:53.891151000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,893,193,95,95,605,0,3,15,1,0,0,0,0,0
1872,"Jun 14, 2022 18:54:54.891138000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,188,7,0,0,181,0,2,1,1,0,0,0,0,0
1873,"Jun 14, 2022 18:54:54.891152000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,894,193,95,95,606,0,3,15,1,0,0,0,0,0
1874,"Jun 14, 2022 18:54:55.891137000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,189,7,0,0,182,0,2,1,1,0,0,0,0,0
1875,"Jun 14, 2022 18:54:55.891152000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,895,193,95,95,607,0,3,15,1,0,0,0,0,0
1876,"Jun 14, 2022 18:54:56.448207000 GMT Summer Time",10.0.0.173,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,20,21,0x0800,0x0002,54,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1877,"Jun 14, 2022 18:54:56.448230000 GMT Summer Time",10.0.0.2,10.0.0.173,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,896,194,95,95,607,0,3,15,0,0,0,0,1,0
1878,"Jun 14, 2022 18:54:56.891161000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,190,7,0,0,183,0,2,1,1,0,0,0,0,0
1879,"Jun 14, 2022 18:54:56.891184000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,897,194,95,95,608,0,3,15,1,0,0,0,0,0
1880,"Jun 14, 2022 18:54:57.446079000 GMT Summer Time",10.0.0.2,10.0.0.173,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,898,195,95,95,608,0,3,15,0,0,0,0,1,0
1881,"Jun 14, 2022 18:54:57.891138000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,TCP,0,0,0x0800,0x0000,60,191,7,0,0,184,0,2,1,1,0,0,0,0,0
1882,"Jun 14, 2022 18:54:57.891153000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,TCP,0,0,0x0800,0x0014,54,899,195,95,95,609,0,3,15,1,0,0,0,0,0
1883,"Jun 14, 2022 18:54:58.446263000 GMT Summer Time",10.0.0.2,10.0.0.173,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,900,196,95,95,609,0,3,15,0,0,0,0,1,0
1884,"Jun 14, 2022 18:55:12.500229000 GMT Summer Time",10.0.0.118,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,20,23,0x0800,0x0002,54,2,0,0,0,2,0,1,2,1,0,0,0,0,1
1885,"Jun 14, 2022 18:55:12.500298000 GMT Summer Time",10.0.0.2,10.0.0.118,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,901,197,95,95,609,0,3,15,0,0,0,0,1,0
1886,"Jun 14, 2022 18:55:13.498510000 GMT Summer Time",10.0.0.2,10.0.0.118,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,902,198,95,95,609,0,3,15,0,0,0,0,1,0
1887,"Jun 14, 2022 18:55:14.502638000 GMT Summer Time",10.0.0.2,10.0.0.118,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,903,199,95,95,609,0,3,15,0,0,0,0,1,0
1888,"Jun 14, 2022 18:55:20.380299000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,192,7,0,0,184,1,3,1,0,1,0,0,0,0
1889,"Jun 14, 2022 18:55:20.380319000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,904,199,96,96,609,0,3,15,0,0,1,0,0,0
1890,"Jun 14, 2022 18:55:21.379617000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,193,7,0,0,184,2,3,1,0,1,0,0,0,0
1891,"Jun 14, 2022 18:55:21.379638000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,905,199,97,97,609,0,3,15,0,0,1,0,0,0
1892,"Jun 14, 2022 18:55:22.379547000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,194,7,0,0,184,3,3,1,0,1,0,0,0,0
1893,"Jun 14, 2022 18:55:22.379584000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,906,199,98,98,609,0,3,15,0,0,1,0,0,0
1894,"Jun 14, 2022 18:55:23.379552000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,195,7,0,0,184,4,3,1,0,1,0,0,0,0
1895,"Jun 14, 2022 18:55:23.379612000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,907,199,99,99,609,0,3,15,0,0,1,0,0,0
1896,"Jun 14, 2022 18:55:24.379557000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,196,7,0,0,184,5,3,1,0,1,0,0,0,0
1897,"Jun 14, 2022 18:55:24.379575000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,908,199,100,100,609,0,3,15,0,0,1,0,0,0
1898,"Jun 14, 2022 18:55:25.379566000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,197,7,0,0,184,6,3,1,0,1,0,0,0,0
1899,"Jun 14, 2022 18:55:25.379620000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,909,199,101,101,609,0,3,15,0,0,1,0,0,0
1900,"Jun 14, 2022 18:55:25.389951000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ARP,0,0,0x0806,0,42,910,200,101,101,609,0,3,15,0,0,0,0,1,0
1901,"Jun 14, 2022 18:55:25.390141000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,ARP,0,0,0x0806,0,42,198,8,0,0,184,6,3,1,0,0,0,0,1,0
1902,"Jun 14, 2022 18:55:26.379557000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,199,8,0,0,184,7,3,1,0,1,0,0,0,0
1903,"Jun 14, 2022 18:55:26.379623000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,911,200,102,102,609,0,3,15,0,0,1,0,0,0
1904,"Jun 14, 2022 18:55:27.379538000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,200,8,0,0,184,8,3,1,0,1,0,0,0,0
1905,"Jun 14, 2022 18:55:27.379577000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,912,200,103,103,609,0,3,15,0,0,1,0,0,0
1906,"Jun 14, 2022 18:55:28.379542000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,201,8,0,0,184,9,3,1,0,1,0,0,0,0
1907,"Jun 14, 2022 18:55:28.379581000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,913,200,104,104,609,0,3,15,0,0,1,0,0,0
1908,"Jun 14, 2022 18:55:29.379550000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,202,8,0,0,184,10,3,1,0,1,0,0,0,0
1909,"Jun 14, 2022 18:55:29.379592000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,914,200,105,105,609,0,3,15,0,0,1,0,0,0
1910,"Jun 14, 2022 18:55:29.535385000 GMT Summer Time",10.0.0.62,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,20,143,0x0800,0x0002,54,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1911,"Jun 14, 2022 18:55:29.535399000 GMT Summer Time",10.0.0.2,10.0.0.62,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,915,201,105,105,609,0,3,15,0,0,0,0,1,0
1912,"Jun 14, 2022 18:55:30.381067000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,203,8,0,0,184,11,3,1,0,1,0,0,0,0
1913,"Jun 14, 2022 18:55:30.381102000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,916,201,106,106,609,0,3,15,0,0,1,0,0,0
1914,"Jun 14, 2022 18:55:30.533834000 GMT Summer Time",10.0.0.2,10.0.0.62,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,917,202,106,106,609,0,3,15,0,0,0,0,1,0
1915,"Jun 14, 2022 18:55:31.381061000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,204,8,0,0,184,12,3,1,0,1,0,0,0,0
1916,"Jun 14, 2022 18:55:31.381086000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,918,202,107,107,609,0,3,15,0,0,1,0,0,0
1917,"Jun 14, 2022 18:55:31.534309000 GMT Summer Time",10.0.0.2,10.0.0.62,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,919,203,107,107,609,0,3,15,0,0,0,0,1,0
1918,"Jun 14, 2022 18:55:32.381065000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,205,8,0,0,184,13,3,1,0,1,0,0,0,0
1919,"Jun 14, 2022 18:55:32.381109000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,920,203,108,108,609,0,3,15,0,0,1,0,0,0
1920,"Jun 14, 2022 18:55:33.381065000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,206,8,0,0,184,14,3,1,0,1,0,0,0,0
1921,"Jun 14, 2022 18:55:33.381096000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,921,203,109,109,609,0,3,15,0,0,1,0,0,0
1922,"Jun 14, 2022 18:55:34.381084000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,207,8,0,0,184,15,3,1,0,1,0,0,0,0
1923,"Jun 14, 2022 18:55:34.381137000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,922,203,110,110,609,0,3,15,0,0,1,0,0,0
1924,"Jun 14, 2022 18:55:35.381069000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,208,8,0,0,184,16,3,1,0,1,0,0,0,0
1925,"Jun 14, 2022 18:55:35.381093000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,923,203,111,111,609,0,3,15,0,0,1,0,0,0
1926,"Jun 14, 2022 18:55:36.381218000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,209,8,0,0,184,17,3,1,0,1,0,0,0,0
1927,"Jun 14, 2022 18:55:36.381246000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,924,203,112,112,609,0,3,15,0,0,1,0,0,0
1928,"Jun 14, 2022 18:55:37.381233000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,210,8,0,0,184,18,3,1,0,1,0,0,0,0
1929,"Jun 14, 2022 18:55:37.381258000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,925,203,113,113,609,0,3,15,0,0,1,0,0,0
1930,"Jun 14, 2022 18:55:38.381484000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,211,8,0,0,184,19,3,1,0,1,0,0,0,0
1931,"Jun 14, 2022 18:55:38.381533000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,926,203,114,114,609,0,3,15,0,0,1,0,0,0
1932,"Jun 14, 2022 18:55:39.381467000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,212,8,0,0,184,20,3,1,0,1,0,0,0,0
1933,"Jun 14, 2022 18:55:39.381993000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,927,203,115,115,609,0,3,15,0,0,1,0,0,0
1934,"Jun 14, 2022 18:55:40.381470000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,213,8,0,0,184,21,3,1,0,1,0,0,0,0
1935,"Jun 14, 2022 18:55:40.381507000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,928,203,116,116,609,0,3,15,0,0,1,0,0,0
1936,"Jun 14, 2022 18:55:41.381465000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,214,8,0,0,184,22,3,1,0,1,0,0,0,0
1937,"Jun 14, 2022 18:55:41.381485000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,929,203,117,117,609,0,3,15,0,0,1,0,0,0
1938,"Jun 14, 2022 18:55:42.381496000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,215,8,0,0,184,23,3,1,0,1,0,0,0,0
1939,"Jun 14, 2022 18:55:42.381555000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,930,203,118,118,609,0,3,15,0,0,1,0,0,0
1940,"Jun 14, 2022 18:55:43.381534000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,216,8,0,0,184,24,3,1,0,1,0,0,0,0
1941,"Jun 14, 2022 18:55:43.381589000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,931,203,119,119,609,0,3,15,0,0,1,0,0,0
1942,"Jun 14, 2022 18:55:44.381553000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,217,8,0,0,184,25,3,1,0,1,0,0,0,0
1943,"Jun 14, 2022 18:55:44.381606000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,932,203,120,120,609,0,3,15,0,0,1,0,0,0
1944,"Jun 14, 2022 18:55:45.381539000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,218,8,0,0,184,26,3,1,0,1,0,0,0,0
1945,"Jun 14, 2022 18:55:45.381582000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,933,203,121,121,609,0,3,15,0,0,1,0,0,0
1946,"Jun 14, 2022 18:55:46.381546000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,219,8,0,0,184,27,3,1,0,1,0,0,0,0
1947,"Jun 14, 2022 18:55:46.381572000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,934,203,122,122,609,0,3,15,0,0,1,0,0,0
1948,"Jun 14, 2022 18:55:46.579344000 GMT Summer Time",10.0.0.29,10.0.0.2,e2:5b:0e:ae:7b:ab,8e:81:b5:0d:68:3d,TCP,20,3389,0x0800,0x0002,54,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1949,"Jun 14, 2022 18:55:46.579358000 GMT Summer Time",10.0.0.2,10.0.0.29,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,935,204,122,122,609,0,3,15,0,0,0,0,1,0
1950,"Jun 14, 2022 18:55:47.381537000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,220,8,0,0,184,28,3,1,0,1,0,0,0,0
1951,"Jun 14, 2022 18:55:47.381577000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,936,204,123,123,609,0,3,15,0,0,1,0,0,0
1952,"Jun 14, 2022 18:55:47.578079000 GMT Summer Time",10.0.0.2,10.0.0.29,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,937,205,123,123,609,0,3,15,0,0,0,0,1,0
1953,"Jun 14, 2022 18:55:48.381547000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,221,8,0,0,184,29,3,1,0,1,0,0,0,0
1954,"Jun 14, 2022 18:55:48.381586000 GMT Summer Time",10.0.0.2,10.0.0.5,8e:81:b5:0d:68:3d,ea:4c:0a:58:6d:97,ICMP,0,0,0x0800,0,88,938,205,124,124,609,0,3,15,0,0,1,0,0,0
1955,"Jun 14, 2022 18:55:48.577973000 GMT Summer Time",10.0.0.2,10.0.0.29,8e:81:b5:0d:68:3d,ff:ff:ff:ff:ff:ff,ARP,0,0,0x0806,0,42,939,206,124,124,609,0,3,15,0,0,0,0,1,0
1956,"Jun 14, 2022 18:55:49.381536000 GMT Summer Time",10.0.0.5,10.0.0.2,ea:4c:0a:58:6d:97,8e:81:b5:0d:68:3d,UDP,0,0,0x0800,0,60,222,8,0,0,184,30,3,1,0,1,0,0,0,0
